name,affiliation
Mattias Pettersson,ERICSSON AB
Mattias Sjoberg,"PHARMACIA, KASTRUP CONSULTING"
Mattias Wildeman,ERICSSON AB
Maureen Stillman,NOKIA
Maurice Hurry,SIEMENS AG
Mauricio Arango,"SUN MICROSYSTEMS, INC."
Mauricio Cardenas,NETWORK INFORMATION CENTER MEXICO
Mauricio Mitolo,UNIVERSIDAD DE BUENOS AIRES
Mauricio Oviedo Calderon,NIC COSTA RICA
Maurizio Binello,LONDON INTERNET EXCHANGE
Maurizio Codogno,CSELT CENTRO STUDI E LABORATORI TELECOMUNICATIOZIONI S.P.A
Maurizio Molina,NEC CORPORATION
Mauro Di Fluri,INCOGNITO SOFTWARE INC.
Mauro Lozano,NETWORK INFORMATION CENTER MEXICO
Mauro Trajber,BRAZILIAN NETWORK INFORMATION CENTER - NIC.BR
Mawuse Agbleze,FTP SOFTWARE
Max Ehammer,UNIVERSITY OF SALZBURG
Max Hata,NTT
Max Henry,NIC.HT STATE UNIVERSITY OF HAITI
Max Morris,MICROSOFT
Max Xiao,SIMON FRASER UNIVERSITY
Maximiliano Geier,UNIVERSIDAD DE BUENOS AIRES
Mayuko Morita,FUJITSU LIMITED
Mayumi Munakata,NTT
Mayumi Yanagiya,NTT
Mclanahan Stevens,LUCENT TECHNOLOGIES
Mead Himelstein,MICROSOFT
Meddahi Ahmed,INSTITUT TELECOM FRANCE
Medel Ramirez,"GLOBE TELECOM, INC"
Meeyoung Cha,KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
Meg Mcginity,TELE.COM
Mehmet Unsoy,NORTEL NETWORKS LIMITED
Mehran Ramezani,"SIMPLETECH,INC"
Mehrdad Ahdieh,NORTEL NETWORKS LIMITED
Meilian Lu,BEIJING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS
Meir Leshem,ECI TELECOM
Mejdi Eraslan,NORTEL NETWORKS LIMITED
Mel Chaar,NORTEL NETWORKS LIMITED
Mel Hatzis,AT HOME
Mel Pleasant,SILICON GRAPHICS
Melia Telemaco,NEC CORPORATION
Melinda Lee,CISCO SYSTEMS INC
Melisa Owens,DEUTSCHE TELEKOM AG
Melissa Johnson,NOKIA
Menachem Dodge,ECI TELECOM
Mendelson Gusmao,BRAZILIAN NETWORK INFORMATION CENTER - NIC.BR
Meng Ji,"WUHAN FIBERHOME NETWORKS CO.,LTD."
Meng Weng Wong,POBOX
Mengqiu Wang,"UCLA - UNIVERSITY OF CALIFORNIA, LOS ANGELES"
Menno Pieters,ZX FACTORY
Menu Menuchehry,MARVELL TECHNOLOGY GROUP LTD
Menzo Wentink,NO WIRES NEEDED BV
Meral Shirazipour,ERICSSON AB
Meredith Wiggins,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS
Merle Neer,NRAD
Merlin Hughes,BALTIMORE TECHNOLOGIES
Merwyn Andrade,ARUBA NETWORKS
Mesuk Lee,KT CORPORATION
Meth Kalman,IBM
Meyuhas Amit,SIEMENS AG
Mi Sung Cho,SK TELECOM CO LTD
Mi Young Huh,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Mi Young Yun,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Mi-Jeong Im,KT CORPORATION
Mi-Jeong Yang,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Mi-Jung Choi,INJE UNIVERSITY
Mia Lahteenmaki,NOKIA
Miao Zhang,TSINGHUA UNIVERSITY
Mic Bowman,TRANSARC CORPORATION
Micahel Fox,NUERA COMMUNICATIONS
Michael Aho,IBM
Michael Allen,IBM
Michael Anello,"XLNT DESIGN, INC."
Michael Armijo,MICROSOFT
Michael Astbury,BRITISH TELECOMMUNICATIONS PLC
Michael Baj,ACME PACKET
Michael Banatt,LUCENT TECHNOLOGIES
Michael Bauer,JABBER INC
Michael Baum,"VERISIGN INTERNATIONAL HOLDINGS, INC."
Michael Bean,LUCENT TECHNOLOGIES
Michael Benson,AB TECHNOLOGIES
Michael Bernstein,CASCADE COMMUNICATIONS
Michael Bilca,TRIDEA WORKS LLC
Michael Bimm,AGILENT TECHNOLOGIES INC
Michael Boe,CISCO SYSTEMS INC
Michael Bradley,MOTOROLA MOBILITY
Michael Brescia,GENUITY
Michael Brig,AEGIS BMD
Michael Bringmann,"QMS, INC"
Michael Brown,NORTEL NETWORKS LIMITED
Michael Bungert,SIEMENS AG
Michael Busser,DEUTSCHE TELEKOM AG
Michael Campbell,LUCENT TECHNOLOGIES
Michael Carney,"SUN MICROSYSTEMS, INC."
Michael Carroll,RESEARCH LIBRARIES GROUP
Michael Chernick,U.S. DEPARTMENT OF COMMERCE
Michael Condry,INTEL CORPORATION
Michael Contreras,CISCO SYSTEMS INC
Michael Cooper,LUCENT TECHNOLOGIES
Michael Coram,TRUSTED INFORMATION SYSTEMS
Michael Daniele,DIGITAL EQUIPMENT
Michael Davis,BAY NETWORKS
Michael Day,INTEL CORPORATION
Michael Demmer,UNIVERSITY OF CALIFORNIA - BERKELEY
Michael Ditto,"SUN MICROSYSTEMS, INC."
Michael Dolan,INTERLINK COMPUTER SCIENCES
Michael Dooley,LUCENT TECHNOLOGIES
Michael Dreiling,LUCENT TECHNOLOGIES
Michael Duckett,BELLSOUTH
Michael Duclos,BYTEX
Michael Dueser,DEUTSCHE TELEKOM AG
Michael Eder,NOKIA
Michael Edwards,MICROSOFT
Michael Elkins,COBHAM ANALYTIC SOLUTIONS
Michael Erlinger,THE AEROSPACE CORP
Michael Fidler,"MITRE CORPORATION, THE"
Michael Fine,CISCO SYSTEMS INC
Michael Fischer,IPASS
Michael Fiumano,SPRINT CORPORATION
Michael Franks,"SMITH MICRO SOFTWARE, INC"
Michael Fritsche,NETCOM
Michael Froh,CYBERSAFE
Michael Garwood,TALARIAN
Michael Gibson,INTEL CORPORATION
Michael Gilson,BRITISH TELECOMMUNICATIONS PLC
Michael Giniger,ASSURED DIGITAL INC.
Michael Goguen,SYNOPTICS COMMUNICATIONS
Michael Green,U.S. DEPARTMENT OF DEFENSE
Michael Groeger,DEUTSCHE TELEKOM AG
Michael Haba,MAGNET
Michael Haberler,NIC.AT
Michael Hammer,CISCO SYSTEMS INC
Michael Handler,LUCENT TECHNOLOGIES
Michael Harer,LOTUS DEVELOPMENT CORPORATION
Michael Hartman,EPOCH INTERNET
Michael Haugh,SPIRENT COMMUNICATIONS
Michael Hein,"SUN MICROSYSTEMS, INC."
Michael Hennessy,"XYPLEX, INC."
Michael Herbert,COMCAST
Michael Herfert,FRAUNHOFER GESELLSCHAFT
Michael Herrmann,MCI COMMUNICATIONS
Michael Hluchyj,SONUS NETWORKS LIMITED
Michael Hoffman,INTEL CORPORATION
Michael Holloway,COM LAUDE
Michael Jeronimo,INTEL CORPORATION
Michael Johas Teener,BROADCOM CORP
Michael Kadlec,NORTEL NETWORKS LIMITED
Michael Kelsen,TIME WARNER
Michael Kemp,COMCAST
Michael Kleis,FRAUNHOFER GESELLSCHAFT
Michael Knezevich,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION
Michael Ko,HUAWEI TECHNOLOGIES
Michael Koester,UNIVERSITY OF BONN
Michael Kogut,BELL COMMUNICATIONS
Michael Korus,MOTOROLA MOBILITY
Michael Laor,CISCO SYSTEMS INC
Michael Larsen,ERICSSON AB
Michael Lazar,DATAART SOLUTIONS
Michael Lee,NEUSTAR INC
Michael Lerperger,IBM
Michael Liljenstam,ERICSSON AB
Michael Lindskov,THRUPOINT
Michael Long,NTT
Michael Lui,"DAVID SYSTEMS, INC."
Michael Macedonia,UNITED STATES NAVY
Michael Macek,"CZ.NIC, Z.S.P.O."
Michael Mach,MOTOROLA MOBILITY
Michael Marcinkevicz,CALIFORNIA STATE UNIVERSITY
Michael Massa,MICROSOFT
Michael May,UNIVERSITY OF PENNSYLVANIA
Michael Mccarthy,UNITED STATES NAVY
Michael Mcevoy,"ARBOR TEXT, INC."
Michael Mcgrew,LUCENT TECHNOLOGIES
Michael Mclay,U.S. DEPARTMENT OF COMMERCE
Michael Mcmahon,ARINC
Michael Mcpheters,LUCENT TECHNOLOGIES
Michael Mealling,"VERISIGN INTERNATIONAL HOLDINGS, INC."
Michael Mesnier,INTEL CORPORATION
Michael Meyer,ERICSSON AB
Michael Michnikov,"MITRE CORPORATION, THE"
Michael Milligan,ACME PROFESSIONAL SERVICES
Michael Mitchell,ANP CORPORATE
Michael Morgan,U.S. DEPARTMENT OF DEFENSE
Michael Mussoline,ALCATEL
Michael Myers,TRACEROUTE SECURITY LLC
Michael Needham,MOTOROLA MOBILITY
Michael Newell,BOEING
Michael Nielsen,COSINE COMMUNICATIONS
Michael Noto,BELLCORE
Michael Oehler,U.S. DEPARTMENT OF DEFENSE
Michael Ottati,TANDEM COMPUTERS
Michael Otto,"NETLINK, INC."
Michael Patrick,MOTOROLA MOBILITY
Michael Pearce,MOTOROLA MOBILITY
Michael Petkevich,LOCKHEED MARTIN CORPORATION
Michael Petonic,SHL SYSTEMHOUSE
Michael Pierce,ARTEL INC
Michael Primeaux,MICROSOFT
Michael Putz,BELLCORE
Michael Ramsey,INTERPATH
Michael Redding,USAF
Michael Ressler,BELL COMMUNICATIONS
Michael Riley,SIEMENS AG
Michael Roberts,ICANN
Michael Roe,MICROSOFT
Michael Rosselli,ASSURENET PATHWAYS
Michael Roszkowski,INTERNET SCOUT
Michael Sam Chee,NORTEL NETWORKS LIMITED
Michael Sawyer,NOMINUM INC
Michael Scanlon,FTP SOFTWARE
Michael Schmitz,UNIVERSITY OF COLOGNE
Michael Schneider,ECO E.V.
Michael See,XYLAN
Michael Seibel,UNIVERSITY OF WASHINGTON
Michael Seidenbusch,GOVERNMENT OF CANADA
Michael Sexton,ALCATEL
Michael Shanzer,IRIS ASSOCIATES
Michael Sheehan,JUNIPER NETWORKS
Michael Sieber,ADC COMMUNICATIONS
Michael Slavitch,OBJECTWORLD COMMUNICATIONS CORPORATION
Michael Slocombe,GENUITY
Michael Sorsen,EDWARD D. JONES AND COMPANY
Michael Spratt,HEWLETT-PACKARD COMPANY
Michael Stanton,UNIVERSIDADE FEDERAL FLUMINENSE
Michael Stefanik,BELLSOUTH
Michael Stevenson,SPRINT CORPORATION
Michael Stoloff,JET PROPULSION LAB
Michael Sullivan,"VERISIGN INTERNATIONAL HOLDINGS, INC."
Michael Swift,MICROSOFT
Michael Tadault,ALCATEL-LUCENT S.A
Michael Tate,NORTEL NETWORKS LIMITED
Michael Tester,TESTER
Michael Tharenos,PANGEA CONSULTING
Michael Thatcher,"REDBACK NETWORKS, INC."
Michael Thomas,CISCO SYSTEMS INC
Michael Timperman,"LEXMARK INTERNATIONAL, INC."
Michael Ting,U.S. DEPARTMENT OF COMMERCE
Michael Tracy,"SUN MICROSYSTEMS, INC."
Michael Tremblay,LUCENT TECHNOLOGIES
Michael Trommsdorff,MICROSOFT
Michael Trujillo,PANAMSAT CORPORATION
Michael Tsukernik,MINDSPEED TECHNOLOGIES
Michael Tung,INTERNEX INFORMATION SERVICES
Michael Valladao,NETWORK ASSOCIATES LABORATORIES
Michael Van Wetering,ROTTERDAM SCHOOL OF MANAGEMENT
Michael Vardaro,FIDELITY INVESTMENTS
Michael Vernick,LUCENT TECHNOLOGIES
Michael Vezza,CISCO SYSTEMS INC
Michael Wagner,LOCKHEED MARTIN CORPORATION
Michael Wang,SILICON GRAPHICS
Michael Wellems,MOTOROLA MOBILITY
Michael Wener,NOKIA
Michael White,FUJITSU LIMITED
Michael Witkowski,COMPAQ
Michael Wittig,CYBERGUARD CORPORATION
Michael Wong,CSI ZEITNET
Michael Wooten,ODS
Michael Wright,CISCO SYSTEMS INC
Michael Young,AFILIAS
Michael Zdan,ADVANCED COMPUTER COMMUNICATIONS
Michael Zink,U.S. DEPARTMENT OF COMMERCE
Michal Mamczynski,INTEL CORPORATION
Michal Rada,"INTERNET CZ, A.S."
Michal Rozenthal,MADGE NETWORKS
Michalis Faloutsos,UNIVERSITY OF TORONTO
Michel Bainier,ALCATEL
Michel Charon,ORANGE SA
Michel Chevanne,ALCATEL
Michel Kallas,NORTEL NETWORKS LIMITED
Michel Mandjes,LUCENT TECHNOLOGIES
Michel Nakhla,INTELSAT
Michel Suignard,MICROSOFT
Michele Bitton,MADGE NETWORKS
Michele Fontana,ALCATEL
Michele Hallak,RAD DATA COMMUNICATION LTD
Michele Herman,MICROSOFT
Michele Hjorleifsson,AEP NETWORKS
Michele Marazza,SWISSMED MOBILE AG
Michele Mullins,SMCC
Michele Zambelli,DFLABS
Micheline Lambert,ULTRA ELECTRONICS
Michelle Aden,"SUN MICROSYSTEMS, INC."
Michelle Koblas,CISCO SYSTEMS INC
Michelle Kuska,TCI
Michelle Lavenstein,QUOTIENT
Michelle Ma,CISCO SYSTEMS INC
Michelle Macrae,NORTEL NETWORKS LIMITED
Michelle Schipper,ICANN
Michiaki Saito,FURUKAWA ELECTRIC
Michiel Fokke,UNISOURCE
Michiko Kamata,CISCO SYSTEMS INC
Michimuni Kohno,SONY CORPORATION
Michirou Yabuki,SOPHIA UNIVERSITY
Michiru Yokobori,PANASONIC CORPORATION
Michiyo Ikegami,TOSHIBA
Mick Russell,BRITISH TELECOMMUNICATIONS PLC
Mick Wilson,FUJITSU LIMITED
Mickey Vucic,ALCATEL
Midori Asaka,IPA
Midori Miyagaki,CISCO SYSTEMS INC
Mie Nakasato,NEC CORPORATION
Mieke Van De Kamp,UNIVERSITY OF SOUTHERN CALIFORNIA
Mieko Umezu,PSI-JAPAN K K
Miguel Astor Romero,UNIVERSIDAD CENTRAL DE VENEZUELA
Miguel Garcia Arribas,GOOGLE
Miguel Garcia-Martin,ERICSSON AB
Miguel Lopezmillan,TELEFONICA S.A.
Miguel Ohyama,UNIVERSIDAD DE PALERMO
Miguel Ponce De Leon,"TSSG, WATERFORD IT"
Miguel Villada Paredes,TELLABS
Mihailo Zilovic,CISCO SYSTEMS INC
Mihir Pandya,MOTOROLA MOBILITY
Mihnea Nemes,SPIRENT COMMUNICATIONS
Miika Laaksonen,NOKIA
Mija Lee,KOREA METEOROLOGICAL ADMINISTRATION
Mika Grundstrom,NOKIA
Mika Jaenson,AU-SYSTEM AB
Mika Joutsenvirta,NOKIA
Mika Kousa,HELSINKI INSTITUTE FOR INFORMATION TECHNOLOGY
Mika Leinonen,NOKIA
Mika Mizutani,HITACHI LTD
Mika Tervo,SONERA CORPORATION
Mikael Cardell,LULEA UNIVERSITY OF TECHNOLOGY
Mikael Dagermark,LULEA UNIVERSITY OF TECHNOLOGY
Mikael Kullberg,TELIA AB
Mikael Latvala,NOKIA
Mikael Loefstrand,DELL COMPUTER
Mikael Sundquist,UNISOURCE
Mikako Nanba,FURUKAWA ELECTRIC
Mike Ayers,BMC SOFTWARE
Mike Butler,"MITRE CORPORATION, THE"
Mike Carlton,UNIVERSITY OF SOUTHERN CALIFORNIA
Mike Chapman,SIEMENS AG
Mike Cowlishaw,IBM
Mike Danahy,MIDNET
Mike Excell,SIEMENS AG
Mike Fisk,LOS ALAMOS NATIONAL LABORATORY
Mike Gahrns,MICROSOFT
Mike Gilson,BRITISH TELECOMMUNICATIONS PLC
Mike Habeck,BRAVIDA CORP
Mike Holloway,NEWBRIDGE NETWORKS
Mike Hsu,PANASONIC CORPORATION
Mike Irani,NKI
Mike Just,ENTRUST LIMITED
Mike Kirchner,MCI COMMUNICATIONS
Mike Li,SHARP CORPORATION
Mike Liu,MOTOROLA MOBILITY
Mike Mckinley,"SAMSUNG ELECTRONICS CO, LTD"
Mike Moore,HEWLETT-PACKARD COMPANY
Mike Ramanujan,SPRINT CORPORATION
Mike Shaver,INGENIA COMMUNICATIONS CORP.
Mike Sisto,ERICSSON AB
Mike Spanner,RNID
Mike Spreitzer,XEROX CORPORATION
Mike Takefman,CISCO SYSTEMS INC
Mike Trest,ATMNET
Mike Truskowski,CISCO SYSTEMS INC
Mike Uttormark,TELLABS
Mike Wilson,NETWORK SOLUTIONS INC.
Mikhail Medrish,INTERNET SUPPORT FOUNDATION
Mikhail Smirnov,FRAUNHOFER GESELLSCHAFT
Miki Hasebe,NTT
Mikihito Yoshioka,NTT
Mikio Hasegawa,COMMUNICATIONS RESEARCH LABORATORY
Mikio Hashimoto,TOSHIBA
Mikiyo Nishida,KEIO UNIVERSITY
Mikko Lahdensivu,NOKIA SIEMENS NETWORKS
Mikko Lonnfors,NOKIA
Mikko Pitkanen,AALTO UNIVERSITY
Mikko Sarela,ERICSSON AB
Miklos Tirpak,TEKELEC
Milan Patel,HUAWEI TECHNOLOGIES
Milena Caires,REGISTRO.BR
Milko Boic,REALNETWORKS INC
Millind Mittal,LEVEL ONE COMMUNICATIONS
Milo Orsic,ALCATEL-LUCENT S.A
Milton Lilie,IBM
Min Kyo In,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Min Qiu,UUNET TECHNOLOGIES
Min-Gyu Han,WISEGRAM
Min-Kyu Han,HANKUK UNIVERSITY OF FOREIGN STUDIES
Mina Azad,NORTEL NETWORKS LIMITED
Mina Kim,KT CORPORATION
Minaburo Ana,ENST BRETAGNE
Minako Kobayashi,RICOH
Minakshisundaran Anand,EKA SYSTEMS
Mincheng Zhao,BEIJING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS
Mine Sakurai,NEC CORPORATION
Ming Du,ZTE
Ming Dunajick,SIEMENS AG
Ming Ke,ZTE
Ming Shean Liang,"CHUNGHWA TELECOM CO., LTD"
Ming-Fong Yeh,PANASONIC CORPORATION
Ming-Jye Sheu,IBM
Ming-Shan Shyu,CHTTL - CHUNGHWA TELECOM LABORATORIES
Ming-Yuan Lin,"CHUNGHWA TELECOM CO., LTD"
Ming-Yuh Huang,BOEING
Mingguey Yang,ALCATEL
Mingqiang Xu,PANASONIC CORPORATION
Mingyan Liu,UNIVERSITY OF MARYLAND
Mingzheng Li,AGILENT TECHNOLOGIES INC
Minh Luu,SSC SAN DIEGO
Minh Tu,AGERE SYSTEMS
Minjie Lin,CISCO SYSTEMS INC
Minoru Etoh,NTT
Minoru Oda,SAISON INFORMATION SYSTEMS
Minoru Uchida,HITACHI LTD
Minsh Den,"XYPLEX, INC."
Mio Ishiguro,BTNIS
Miquel Oliver,UNIVERSITAT POMPEU FABRA
Mirco Musolesi,UNIVERSITY COLLEGE LONDON
Miriam Kadansky,"SUN MICROSYSTEMS, INC."
Miryong Park,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Mirza Ahmad,SPRINT CORPORATION
Misa Nakada,NTT
Mislav Novakovic,SARTURA
Misook Lee,SOGANG UNIVERSITY
Mitchell Bollinger,UUNET TECHNOLOGIES
Mitchell Charity,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
Mitchell Friedman,HARBINGER
Mitchell Nelson,MICROFRAME INC.
Mitchell Tang,ASANTE TECHNOLOGIES
Mitesh Dalal,CISCO SYSTEMS INC
Mitra,MITRA INTERNET CONSULTING
Mitsuaki Takagi,GLOBAL DATA RESEARCH
Mitsugu Okatani,CABINET SECRETARIAT
Mitsuhiro Miyashita,PANASONIC CORPORATION
Mitsuhiro Oikawa,HITACHI LTD
Mitsuho Tahara,NTT
Mitsukazu Washisaka,NTT
Mitsuko Koga,NTT
Mitsunobu Kunishi,KEIO UNIVERSITY
Mitsuru Hirakawa,SUMITOMO CORPORATION
Mitsuru Sato,XEROX CORPORATION
Mitsutoshi Tominaga,NEC CORPORATION
Mitsuyuki Hatanaka,SONY CORPORATION
Miyoun Yoon,SOONGSIL UNIVERSITY
Miyoung Huh,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Miyoung Kim,SOONGSIL UNIVERSITY
Mo Zonoun,NORTEL NETWORKS LIMITED
Mohamad Fauzie,KEIO UNIVERSITY
Mohamed El Gendy,UNIVERSITY OF MICHIGAN
Mohamed Khalid,CISCO SYSTEMS INC
Mohamed Khalil,NORTEL NETWORKS LIMITED
Mohammad Ahmadi,ITRC
Mohammad Al-Taraireh,CISCO SYSTEMS INC
Mohammad Hanif,ASCEND COMMUNICATIONS
Mohammad Khaleed,ELLEMTEL
Mohammad Mirhakkak,"MITRE CORPORATION, THE"
Mohammad Peyravian,IBM
Mohammad Shoorbajee,GLOBALONE
Mohammad Vakil,MICROSOFT
Mohammad Vizaei,SIEMENS AG
Mohammed Achemlal,ORANGE SA
Mohammed Hendaz,UUNET TECHNOLOGIES
Mohammed Kassi-Lahlou,ORANGE SA
Mohammed Khalaf,IRAQDATABASE
Mohammed Khan,TELLABS
Mohammed Shabeer,BRITISH TELECOMMUNICATIONS PLC
Mohan Dattatreya,CISCO SYSTEMS INC
Mohan Parthasarathy,NOKIA
Mohit Talwar,MICROSOFT
Mohnish Anumala,NORTEL NETWORKS LIMITED
Mohsen Banan,"NEDA COMMUNICATIONS, INC."
Mohssine Chabraoui,ELLEMTEL
Mojgan Akhavan,SHARP CORPORATION
Molly Balas,CISCO SYSTEMS INC
Monette Respress,"MITRE CORPORATION, THE"
Moni Mathew,NORTEL NETWORKS LIMITED
Monica Cortes,RIPE NCC
Monica Stewart,NASA
Monika Jaeger,DEUTSCHE TELEKOM AG
Monika Torok,NORTEL NETWORKS LIMITED
Monling Liao,NORTEL NETWORKS LIMITED
Mooi Choo Chuah,LUCENT TECHNOLOGIES
Moon Jemnemo,TELIA AB
Moonkyun Oh,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Moran Roth,CORRIGENT SYSTEMS
Morgan Sackett,ZEN EVENT NETWORKS
Morihisa Momona,NEC CORPORATION
Morihito Miyagi,HITACHI LTD
Morin Thomas,ORANGE SA
Morrie Dworkin,U.S. DEPARTMENT OF COMMERCE
Morteza Ghodrat,NORTEL NETWORKS LIMITED
Morton Hoffman,GTE GOVERNMENT SYSTEMS CORPORATION
Mosaddaq Turabi,CISCO SYSTEMS INC
Moses Kunamalla,MOTOROLA MOBILITY
Moshe Aharon,ECI TELECOM
Moshe Ashkenazi,CELTRO
Moshe Kochinski,LEVEL ONE COMMUNICATIONS
Moshe Suberri,SYCAMORE NETWORKS INC
Moshen Jamshidian,STERLING SOFTWARE
Moti Morgenstern,ECI TELECOM
Motoaki Hirabayashi,INTAP
Motoaki Ishii,INTEC WEB AND GENOME INFORMATICS
Motofumi Tanabe,MITSUBISHI CORPORATION
Motoharu Kawanishi,OKI ELECTRIC INDUSTRY CO LTD
Motoko Aizawa,INSTITUTE FOR HUMAN RIGHTS AND BUSINESS
Motokuni Tsushima,SOUM CORPORATION
Motoyuki Ohmori,KYUSHU UNIVERSITY
Mudhafar Hassan-Ali,ALCATEL
Mudivedu Rajesh,INDIAN INSTITUTE OF TECHNOLOGY
Muhammad Haris Shamsi,EMITAC MOBILE SOLUTIONS
Muhammad Hassan,LYALLPUR BUSINESS FORUM
Muhammad Javed,JAVED JEWELLERS
Muhammad Khalid,LYALLPUR BUSINESS FORUM
Muhammad Muquit,LUCENT TECHNOLOGIES
Muhammad Qureshi,LUCENT TECHNOLOGIES
Mujdat Ayoguz,FORE SYSTEMS
Mukesh Bhatla,MOTOROLA MOBILITY
Mukesh Sharma,"MEGISTO SYSTEMS, INC"
Mukund Kamath,INFOSYS
Mun Sub Yang,SOONGSIL UNIVERSITY
Munetoshi Tsuge,HITACHI LTD
Muneyoshi Suzuki,NTT
Munil Shah,MICROSOFT
Munseob Lee,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Muriel Appelbaum,"PEER NETWORKS, INC."
Muriel De Beler,ORANGE SA
Murray Maloney,SOFT QUAD
Murtaza Chiba,CISCO SYSTEMS INC
Murugaraj Shanmugam,SIEMENS AG
Musa Camara,MANAGEMENT DEVELOPMENT INSTITUTION
Mustapha Aissaoui,ALCATEL-LUCENT S.A
Muthu Arul Mozhi Perumal,ERICSSON AB
Mykhaylo Ryechkin,ALCATEL
Myron Hattig,INTEL CORPORATION
Myung Shin,KT CORPORATION
Myung-Eun Kim,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Myung-Gook Jang,"TELECOMMUNICATIONS TECHNOLOGY ASSOCIATION, TTA"
Myung-Hee Kang,FUTURE SYSTEMS INC.
Myungjo Kim,KWANGWOON UNIVERSITY
Nabiel Elshiewy,NEC CORPORATION
Nadeau Thomas,CISCO SYSTEMS INC
Nadeem Wahid,SCO
Nader Moayeri,U.S. DEPARTMENT OF COMMERCE
Nader Salehi,CISCO SYSTEMS INC
Nadia Kausar,UNIVERSITY COLLEGE LONDON
Nadia Shalaby,HARVARD UNIVERSITY
Nadine Abbott,TELCORDIA TECHNOLOGIES
Nadine Lancelot,ORANGE SA
Naga Chandika,CISCO SYSTEMS INC
Nagabhushan Rao,ADC COMMUNICATIONS
Nagahashi Kengo,KEIO UNIVERSITY
Nagami Kenichi,TOSHIBA
Naganand Doraswamy,NORTEL NETWORKS LIMITED
Naganano Doraswamy,NORTEL NETWORKS LIMITED
Nagao Ogino,KDDI CORPORATION
Nagarjuna Venna,BRIX NETWORKS
Nagatsugu Yamanouchi,TOHO UNIVERSITY
Nagavenkata Melam,JUNIPER NETWORKS
Nail Akar,SPRINT CORPORATION
Nail Kavak,ERICSSON AB
Naina Arora,US WEST TECHNOLOGIES
Nair Venugopal,CISCO SYSTEMS INC
Nakkoo Kim,"SAMSUNG ELECTRONICS CO, LTD"
Nalin Mistry,NORTEL NETWORKS LIMITED
Nam Ho Oh,KISA KOREAN INFORMATION SECURITY AGENCY
Nam Ju,DONGGUK UNIVERSITY
Nam-Seok Oh,MIC
Namita Rawat,CISCO SYSTEMS INC
Nancy Davoust,CABLELABS
Nancy Feldman,IBM
Nancy Greene,NORTEL NETWORKS LIMITED
Nancy Kossack,BAY NETWORKS
Nancy Poon,MITEL NETWORKS CORPORATION
Nancy Schult,"MITRE CORPORATION, THE"
Nancy Turaj,"MITRE CORPORATION, THE"
Nancy Winget,CISCO SYSTEMS INC
Nandakishore Kushalnagar,INTEL CORPORATION
Nannette Netal,INTEL CORPORATION
Nao Yasuda,JAPAN NETWORK SECURITY ASSOCIATION
Naoaki Yamanaka,KEIO UNIVERSITY
Naohide Nagatsu,NTT
Naohiro Fukuda,PANASONIC CORPORATION
Naohiro Shichijo,UNIVERSITY OF TOKYO
Naohiro Tamura,FUJITSU LIMITED
Naohisa Kawaguchi,FUJITSU LIMITED
Naoki Esaka,TOSHIBA
Naoki Ichikawa,NEC CORPORATION
Naoki Kimino,JAPAN IMAGE COMMUNICATION CO. LTD.
Naoki Kiyoshima,UNCL
Naoki Matsubara,NTT
Naoki Matsumoto,FUJITSU LIMITED
Naoki Mori,NEC CORPORATION
Naoki Sato,NEC CORPORATION
Naoko Irimajiri,JP NIC
Naomi Magen,IPHIGHWAY
Naotaka Morita,NTT
Naoto Fujii,IIJ MEDIA COMMUNICATIONS INC
Naoto Ijuin,ACCENTURE CORPORATION
Naoyuki Takao,JAPAN ELECTORONIC COMPUTER CO LTD
Narayanan Natarajan,TELCORDIA TECHNOLOGIES
Narayanan Venkitaraman,MOTOROLA MOBILITY
Narelle Powe,PAVONIS CONSULTING
Narendra Rai,ASHOK SANSTHAN
Narendranath Nair,WIPRO TECHNOLOGIES
Naresh Parmar,"XYPLEX, INC."
Narin Suphasindhu,UNIVERSITY OF MARYLAND
Narumi Umeda,NTT
Nasser Ghazi,MICROSOFT
Nassrin Tavakoli,MOTOROLA MOBILITY
Nat Ballou,MICROSOFT
Nat Howard,UUNET TECHNOLOGIES
Natalie Nelson-Marsh,BOISE STATE UNIVERSITY
Natalie Ramsay,ALCATEL
Natalie Timms,CISCO SYSTEMS INC
Natalie Tue,NORTEL NETWORKS LIMITED
